ID,Tweet,True Label,BERT 22,BERT 9,BERT,,Model vs Model,T test
66,maan_hisaab_hida_hi_otishq_hide_himaari_hive_himain_hijhali_hihogayi_hi_otaih_hibhull_higaye_hi_otfemale_engender_enhai_higane_hida_hi_ot,0,0,0,0,,,
1417,dard_hidilon_hike_hikam_hiho_hijaate_hi_ottwitter_enpar_hiagar_hipoetries_enkam_hiho_hijaate_hi_ot,1,1,1,1,,,
926,koi_hibaat_hinahi_hi_otbaazi_hipalat_hisakti_hihain_hi_otkoi_hibaat_hinahi_hi_otyou_engo_engirl_en_otyou_en_otve_higot_enthis_en_otpvsindhuforgold_otolympics_ot,0,0,0,0,,,
1254,ek_hibari_hiho_higaya_hiaur_hiek_hipe_hito_hicase_enhi_hinahi_hichalapic_hi_ottwitter_en_otcom q7tw68e6as_hi,0,0,1,0,,,
849,virat_otbe_hilike_en_otisse_hipehle_hiki_hiye_hisaala_hirun_enout_enkarwaye_hiek_hi_otdo_hichauke_hichhakke_himai_hibhi_himaar_hiloon_en_ot,1,1,1,1,,,
2209,salman_hiki_hiex_enpar_hikabhi_hisandeh_hinahi_hikarte_hi_otkabhi_hibhi_himaat_hide_hisakti_hihai_hi_ot,1,1,1,1,,,
1834,_ot_ottum_hi_otbhai_hijosh_enme_hitypo_enho_hijaate_hihai_hi_oti_hiunderstand_en_otchill_enmaar_hibe_hi_otye_hisab_hito_hichalta_hihi_hirehta_hihai_hi,1,1,1,1,,,
2222,naam_hi_otviv_enrichards_enbaap_hika_hinaam_hi_otmaster_endinanath_hirichards_enmaa_hika_hinaam_hi_otsuhasini_hirichards_engaanv_hi_otmandva_hi_otremains_enin_hiviv_en_ots_hidrafts_en,1,1,1,1,,,
3343,kya_hitumne_hikabhi_hikisise_hipyar_hikiya_hi_otaur_hiusne_hitumhe_hichutya_hikiya_hi_otmujhe_hibhi_hikiya_hi_otlalalalalalala_ot,1,1,1,1,,,
3388,bajrangi_hibhaijan_hiko_hitaaron_hike_hineeche_hise_hipakistan_ennahi_hijana_hipadta_hiagar_hiunhone_hibarkha_hidutt_hiko_hiapproach_enkiya_hihota_hi_ot,1,1,1,1,,,
1073,sir_en_otsunne_himein_hiaaya_hihai_hike_hiaap_hipar_hijoke_enmaaro_hitoh_hirt_enmilegi_hi_otaisa_hihai_hikya_hi_ot,0,1,1,1,,,
1028,kyu_higaali_hide_hirahe_hiho_hi_otkaunsa_hipakistan_hise_himatch_enhai_hibhenchod_hi_ot,0,1,1,1,,,
2980,na_hisadak_hina_hivikas_hi_otsirf_hiandhvishwas_hiyonitishsotantrik_ot,1,1,1,1,,,
1718,rakh_hihimmat_hi_otbas_hichalde_hi_ot,0,0,0,0,,,
2208,radhika_hiapte_hi_otkareena_hikapoor_hi,1,0,0,0,,,
1045,mordernmeaning_ot_otgharelu_hiladki_hi_otjo_highar_hipar_hiaakar_hidegi_hi_ot,1,1,1,1,,,
2504,match_endekhna_histart_enkiya_hito_hiabd_hiout_enho_higaya_hi_ot,0,0,1,0,,,
241,no_envoter_enin_hiindia_enis_hiunaware_enof_enhow_encaste religion_hiis_hiused_enfor_envotebank_hi_otram_otmandir_hiin_hiup_en_otshivaji_himaharaj_hiki_hijai_hiin_himaharashtra_en,0,1,1,1,,,
1137,daily_ensoaps_enmein_hisirf_himaal_hihi_hiacche_hihote_hihai_hi_ot,1,0,1,1,,,
662,joke_enpehle_hitwitter_enpe_hipadho_hi_otphir_hifb_hipar_hijab_hiaapka_hibhai_hiuse_hitaap_hike_hichipkaye_hi_otlike_enkaro_hi_otphir_hiwa_enpar_hichachaji_hibheje_hito_hibhejo_hisuchislife_ot,1,1,1,1,,,
2843,judaa_hihoke_enbhi_hitu_himujhe_himein_hikahin_hibaaki_hihai_hi_otwhy_enbitch_en_ot,1,1,0,1,,,
730,gandhi_otbaba_hiaisi_hichhutti_hikarwane_hika_hikya_hifayda_hijis_hidin_hidaroo_hiki_hidukan_hihi_hiband_hiho_hi_ot,1,1,1,1,,,
2506,qatar_enand_enkazakhstan_en_othandball_ottennis_otolympics_otrio_otrio2016olympics_otolympics2016_otopeningceremonyrio2016pic twitter com dkytby3wxy_ot,0,0,0,0,,,
1793,kya_hikismat_hihai_hilogo_enki_highar_hibaithe_himatch_endekh_hirahe_hihai_hi_othamari_hipoori_hicompany_enme_hiek_hitv_enbhi_hinahi_hihai_hi_ot,0,1,1,1,,,
1920,ueh_hitoh_hikuch_hibhi_hinhi_hih_hi_otkuch_hicaste_envale_hilog_hibhi_hih_hijo_hibol_hirahe_hih_hi_otdekhlo_hihamari_hicaste_enki_hih_hi_otlol_hi,0,0,0,0,,,
1584,koi_hibaat_hinahi_hi_otpakistan_enki_hito_himaari_hithi_hina_hihum_hilogo_enne_hi_otchill_en_ot,0,1,1,1,,,
2128,be_hisomeone_en_ots_hi_otbhai_hiagar_hikoi_hitujhe_hikuch_hikahe_hito_hiboliyo_hi_otmaa_hichod_hidenge_hibhosdike_hiki_hi_ot,0,1,1,1,,,
1413,bhai_hi_otkisi_hiko_hikhareed_hilo_hiyaar_hi_otye_hibest_enstriker_enhai_hifrom_enindia_hi_otpic_hi_ottwitter_en_otcom povfodcxoy_hi,0,1,1,0,,,
1674,yahi_hiover_enhai_hi,0,0,0,0,,,
1722,dukh_himein_hikoi_hisaath_hinahi_hideta_hi_otapne_hibhi_higaand_hidikha_hidete_hihai_hi_ot,0,1,1,1,,,
1183,arre_hikhali_hipuch_hirahi_hihu_himain_hi_otsirf_hisurname_enhone_hise_hihi_hiwo_hihi_hicaste_enke_hithodi_hiho_hijate_hiho_hitum_hi_ot_ot_ot_ot,0,0,0,0,,,
2797,real_enestate_enso_encostly_enki_hidahej_himain_himaangne_himain_hibhi_hisharam_hia_enjaaye_hi_ot,1,1,1,1,,,
417,he_hi_otmain_hitumhare_hiliye_hichaand_hitod_hilaunga_himoon_en_otgandu_hi_othaath_hitoh_hilaga_hike_hidikha_hi_ot,1,1,1,1,,,
1556,judge_en_otaap_hiindian_enidol_enmein_hikyu_hiaana_hichahte_hiho_hi_otkyunki_hibhosdike_himujhe_hiroadie_enbanna_hihai_higaana_hithode_hihi_higaana_hihai_hi,1,1,1,1,,,
882,ek_hitoh_hiwapas_hismith_enko_hicaptain_enbanao_hi_otwatson_enpanauti_hihai_hisala_hi_ot,1,1,1,0,,,
1354,aamir_hiki_hi9_otaur_hiumpire_enki_hi2_otballs_enbach_higayi_hi_ot,0,0,0,0,,,
1280,ganga_hiki_hisafai_hiabhijan_hichale_hina_hichale_hi_otkhood_higanga_hizaroor_hiban_higaye_en_otgender_enbhi_hinahi_hidekha_hirahulexposescorruptmodi_ot,0,0,0,0,,,
2540,bhai_hi_otaaj_hitere_hichutiyaape_hise_hibohot_hirts_himile_hi_otpls_hiroz_hiroz_hikare_himychoice_ot,1,1,1,1,,,
1705,aee_hichorri_otmere_hipe_himeme_hibanana_enband_hikar_hi_ottwitter com qzbzbachle_ot,0,0,0,1,,,
409,sarfaraz_hine_hiaaj_hibhi_hidhokha_hinahi_hidiya_hijaggu_hi_ot,1,1,0,0,,,
1909,_ot_ot_otbhai_hitu_hihamesha_hipehle_hiungli_hikarta_hihai_hiphir_hipehle_hirota_hihai_hi_otpakka_hikejruwal_hisupporter_enhai_hitu_hi_ot,1,1,1,1,,,
2697,our_enu19_hiwicket_en_otkeeper_en_otkya_hibat_hihai_hikya_hibat_hihai_hibhaiyon_hibahut_hibadhiya_hibhaiyo_hibahut_hibadhiya_hiyaar_hi_ot,1,1,1,1,,,
1289,kashmir_enhamara_hihai_hi_ot,0,0,0,0,,,
103,hamein_hiaur_hijeene_hiki_hikhwahish_hihoti_hi_otagar_hitum_hina_hihote_hi_ot,0,0,0,0,,,
3349,500_otbanayenge_hiye_hiharaami_hilog_hi_ot,0,0,0,0,,,
3170,isiliye_hito_hihimmat_hihoti_hihai_hi_otjab_hitak_hijanta_hinahi_hinakaregi_hicaste_enreligion_enke_hinaam_hipar_hivote_enkarna_hitab_hitak_hiyehi_hichalta_hirahega_hi,0,0,0,0,,,
2080,arey_hiuska_hisirf_hinaam_hicheeseburger_enhota_hihaipic_hi_ottwitter_en_otcom qtxd5f21eo_hi,1,0,1,1,,,
1383,_otevaraina_hikhamma_hicaste_enpersonalities_enkooda_hijanasena_hilo_hivunte_himee_hiparty_enki_hiadvantage_enjagapathi_hibabu_hileda_hijayaprakash_hinarayana_hi_ot,0,0,0,0,,,
1345,bol_hiraha_hihai_himere_hisaath_hidebate_enkarega_hi_otmuh_hikhulta_hinahi_hi_otaaya_hibada_hidebate_enkarne_hiwala_hi_otpic_hi_ottwitter_en_otcom ztgqrcdhhu_hi,0,1,1,1,,,
2919,ek_hicbi_hiraid_ento_histeve_ensmith_enke_highar_hibhi_hibanti_hihai_hi,1,1,1,0,,,
1452,2_ot_ot4_otko_hito_hinehra_hiji_hiapni_hismile_ense_hihi_hiout_enkar_hidenge_hi_ot,0,1,1,1,,,
3412,_otadhe_hithaan_hibihar_hila_hiipo_hiaachi_himajority_enku_hicaste_enmukkiyam_hi_ot,0,0,0,0,,,
1813,kaun_hise_hiindia_hime_hijee_hirahe_hiho_hibhai_hitum_hilog_hi_ot,1,0,0,0,,,
1866,kya_hibum_enhai_hijis_hiko_hichupa_hirahi_hiho_hi_ot,0,0,0,0,,,
1902,song_en_otbhar_hide_hijholi_himeri_hi_otyaa_himohammed_hidedicated_ento_hi_ot_ot_ot_ot_ot_ot,0,0,1,1,,,
2456,beta_hishaadi_hikarlo_hi_othamara_hibhi_hilucknow_enka_hichakkar_hilag_hijayega_hi_otaunty_hiticket_enmain_hikara_hideta_hihun_hi_otapne_hichakkar_hike_hiliye_himeri_hilife_enna_hibigado_hi_ot,1,1,1,1,,,
3092,ghaseet_highaseet_hikar_hileke_hijao_hisabko_hisnapchat_hipar_hi_otwaise_hibhi_hitwitter_enzyada_hihi_hibhar_higaya_hihai_hi_ot,1,1,1,1,,,
2585,bhaiya_hi5_otrupye_hika_hisense_endena_hi_ot,1,0,0,1,,,
2323,ram_otkapoor_hi_otmeri_hibiwi_himujhe_hibol_hirahi_hihai_hiki_himeri_hijaan_hile_hilo_hi_otall_enmarried_enman_hi_otbhencho_hiwhat_enare_hiyou_enwaiting_enfor_en_ot,1,1,1,1,,,
2916,ek_hito_himahindra_hiwalo_hiko_hibilkul_hisharm_hinahi_hiaati_hi_otpehle_hixylo_hiaur_hiab_hiye_hituv300_hijaisi_himaha_hibadsoorat_higaadiya_hibanate_hirehte_hihai_hichutiye_hisaale_hi,1,1,1,1,,,
458,imtiaz_hiali_hiand_ensanjay_hileela_hibhansali_hito_hicaste_endeepika_hiin_hitamasha_hiand_enbajirao_himastani_hi,0,0,0,0,,,
1936,ftii_hiand_ennow_engujrat_hi_otkejriwal_otab_hianarchy_enkarte_hinahi_hikarwate_hihain_hi_ot,0,1,0,1,,,
979,mumbai_hika_hidon_hikaun_hi_otrohit_otsharma_hiindvsaus_ot,0,0,1,0,,,
1948,deepika_hipadukone_hiki_hiyaad_hiaa_hirahi_hihai_hi_ot,0,0,0,0,,,
2316,woh_hichote_hicaste_enka_hihai_hi_ottiredofhearingthat_ot,0,0,0,0,,,
801,_otsanjeev_hikapoor_hidrinking_enwater_en_ot_ot_otwaah_hikya_hiswad_hihai_hi_otmuh_himein_hipaani_hiaa_higaya_hi_ot,0,1,1,1,,,
44,tumse_hi4_otbaatein_hikya_hikar_hili_hiaapne_hihumein_hiapna_hideewana_hisamajh_hiliye_hi_ot,0,1,0,1,,,
419,_otsansad_hiki_hicondition_enbhi_hicountry_enki_hiwomen_enjaisi_hiho_higayi_hihain_hi_otkehne_hiko_hito_hidevi_enhain_hipar_hiroz_hidomestic_enviolence_enka_hisikaar_hihoti_hihain_hi,0,0,0,0,,,
2564,kisi_hisasti_hicompany_enka_hiiphone_hidikha_hido_hibhaiya_hi,1,0,0,0,,,
1273,_ot_otle_hibhai_hipadh_hile_hitwitter com 0xq2tjdtis_ot,0,0,0,0,,,
2038,akhand_hichutyaap_hideva_enbhavo_hi,0,0,0,0,,,
2286,bhai_hiraina_hitera_hiho_higaya_hiho_hito_hiyuvi_hiko_hibatting_enkarne_hide_hi,1,0,0,0,,,
1158,_otjisey_hishadi_hikr_hiraha_hiuska_hicaste_enb_hinhi_hipata_hitujhe_hi_otbhak_hi_otmangalore_hise_hihu_himei_hi_otshakti_hishetty_hiki_higaav_hiwali_hi,0,0,0,0,,,
1440,leo_othmari_hisociety_engender_enbased_enhai_hiyahan_hiachay_hiburay_hiki_hibjaye_hiaurat_himard_himain_hitafreek_hihoti_hihai_hiadmi_hiaurat_hiki_hitazleel_hikr_hiskta_hihai_hi1 2_ot,0,0,0,0,,,
1680,aaj_hikoi_hibhi_hijeet_hilo_hi_otworld_encup_ento_hiindia_enhi_hijeetegi_hi_otnzvsa_ot,0,0,1,1,,,
894,bhenchod_hi10_otrs_enki_hithums_hiup_enke_hiliye_hihelicopter_enleke_hisalman_hikhan_hihi_hijaa_hisakta_hihai_hi_ot,1,1,1,1,,,
77,sahi_hime_hiup_enke_hilog_hiitte_hibade_hivale_hidhakan_hikyun_hihai_hi_otkab_hitak_hicaste_enpolitics_enhogi_hiyaha_hi,0,0,0,0,,,
2572,sir_en_ot_otho_higaya_hito_hiab_hikaam_hipe_hilag_hijayen_hi_ot,0,0,1,0,,,
1588,om_hipuri_hi_otjourney_enfrom_ennarrator_enat_enhistorical_enbharat_hiek_hikhoj_hito_hijodha_hi_otakbar_en_otyeh_hidharawahik_hikisi_hibhi_hiaitihasik_hipramanikta_hika_hidawa_hinahi_hikarta_hi_ot,1,1,1,1,,,
2000,mylifeinsixwords_ottheke_hiband_hihogaye_hihain_hi_otgurgaon_hichalo_hi_ot,1,1,1,1,,,
909,kitne_hipoonamkishadi_otkaroge_hi_othar_highar_hise_hiek_hipoonam_hiniklegi_hi_ot,0,1,1,1,,,
235,kal_hiindia_enhaare_hiya_hijeete_hi_otdhoni_otzindabad_hitha_hi_otzindabad_hihai_hiaur_hizindabad_hirahega_hi_ot,0,1,1,1,,,
489,phir_hibhi_hibohot_himuslims_hine_hibjp_hiko_hivote_endiya_hisir_en_otunki_hitarah_hiaap_hibhi_hireligion_enor_hicaste_ense_hiupr_hisoch_hikr_hidekhe_hisabkasathsabkavikas_ot,0,0,0,0,,,
2853,pyaar_hise_hidarr_hinahi_hilagta_hi_otchutya_hitweets_ense_hilagta_hihai_hi_ot,1,1,0,0,,,
1176,bhaiyya_hiandheri_hichaloge_hi_otnahi_hi_otfir_hiup_enjaao_hi_ot,0,0,0,0,,,
3250,agar_hisanjay_hidutt_hihote_hito_himovie_enka_hititle_enhota_hi_otprem_hiratan_higun_enpayo_hi_ot,1,1,1,1,,,
679,arre_hiyaar_hiiss_hiwaqt_hikya_hisujhta_hihai_hi_otgaand_hi_ot,1,0,1,1,,,
3267,horse_en_otbata_hikya_hilegi_hi_otsonakshi_hisinha_hi_otsawaar_hiloon_en_othaaye_hisawaar_hiloon_en_otsawaar_hiloon_enhaaye_hisawaar_hiloon_en,1,1,1,1,,,
422,gopi_hivahu_hi_otjaa_himere_hiliye_hikhamba_hikelar_hihaa_hi_ot,1,0,0,0,,,
2436,for_ensure_enkejriwal_otis_hian_hiiitian_hiand_engenius_en_otitne_hipadhe_hilikhe_hilogon_hiko_hichutiya_hibanana_enkoi_himamooli_hibaat_hinahi_hihai_hi_ot,1,1,1,1,,,
906,bhai_hiab_hi_otamla_hiout_enho_hijaao_hi_otbaki_hi9_otlog_hibewkoof_hinahi_hihain_hijinhone_hi20_otover_enfielding_enki_hihai_hi_ot,1,1,1,1,,,
1710,when_enkaran_hijohar_hiwas_enborn_enthe_hidoctors_ensaid_en_otbadhai_hiho_hi_otkuch_hitoh_hihua_hihai_hi_otkuch_hihogaya_hihai_hi,1,1,1,1,,,
1444,ek_hido_hidin_higayab_hiho_hike_hi_otnobody_enmissed_enme_hi_ottweets_enkarte_hiho_hito_hiaapko_hikoi_highanta_himiss_ennahi_hikarega_hi_ot,1,1,1,1,,,
2280,aur_hithoda_hicultural_enitems_enka_hiprogram_enrakh_hilo_hiaur_hi3_ot_ot4_otovers_enaur_hikam_hikar_hidena_hi,0,1,1,1,,,
556,relationship_enstatus_en_otummeed_hipar_hiboner_enkaayam_hihai_hi_ot,1,0,0,0,,,
993,_otif_enindia_entv_enwas_enpresent_enin_hi1980_ot_ots_hi_otbreakingnews_otpyar_hine_hijahan_hipe_hirakha_hihaj_hijhumke_hikadam_hiek_hibaar_hi_otwahin_hise_hikhula_hihai_hikoi_hirasta_hi_ot,1,1,1,1,,,
3411,mein_hi_otrocky_en_otidhar_hiudhar_hihar_hiladki_hike_hipeeche_hibhaagta_hirehta_hihu_hi_otpar_himujhe_hiapni_hipasand_hiki_hiladki_hinahi_himili_hi,0,1,1,1,,,
846,heater_enka_hikabhi_hiaik_hirod_enjalta_hihai_hikabhi_hido_hi_otajeeb_hiidentity_enaur_higender_encrisis_enka_hishikaar_hihai_hikhabees_hi_ot,0,0,0,0,,,
73,dirtytalkin4words_ot_otachcha_hichalo_hi_otkar_hilo_hi_ot,0,0,0,0,,,
403,msg_enkhud_higod_enhain_hi_otpar_hiunke_hibhi_hiek_hilord_enhainpic_hi_ottwitter_en_otcom eac1lvtpw6_hi,1,0,1,0,,,
1220,in_hireal_ensense_en_otbigg_hiboss_enchahte_hihai_hike_hiye_hiagla_hikarya_hitumhe_hiaapas_himein_hiladne_hiair_enek_hidoosre_hiki_himaa_hibehen_hikarne_himein_hikaamyab_hirahe_hi_ot,1,1,1,1,,,
2738,_ot_otyes_ensir_en_ot2014_otto_hibahut_hipurana_hiho_higaya_hi_ot2002_otbilkul_hitaza_hi_ottaza_hihai_hi,0,1,1,1,,,
2427,japan_enki_hiaadhunik_hitaknik_hise_hibana_hiwater_enpurifier_en_othaan_hibhai_hihamari_hitaknik_hitoh_highaas_hichar_hirahi_hihai_hi_ot,0,1,1,1,,,
1968,ye_hiaaron_enfinch_enbahut_hiaccha_hikhelta_hihai_hi_otbus_hiaise_hihi_hikhelta_hirahe_hi_ot,0,1,1,1,,,
2666,73_otsaal_hike_hijawan_hibachchan_hisahab_hi,0,0,0,0,,,
2433,ankhon_hiki_hi_otgustakhiyan_hi_otmaaf_hihopic_hi_ottwitter_en_otcom 26fal0sapt_hi,1,0,0,0,,,
1823,that_en_ots_hiyour_enopinion_enhum_himain_hibahot_hiswara_hike_himahaanta_hike_hiscenes_endekhe_hiaur_hiabh_hihum_hikya_hicaste_enbhi_hibolrahe_hihai_hi,0,0,0,0,,,
2039,so_enjao_hiharaam_hizaadon_hi_ot,1,0,0,0,,,
566,pmo_otkya_hibrahman_higareeb_hini_hihote_hisirf_hist_ensc_hihi_higareeb_hihote_hih_hikya_higareebi_hicaste_endekhke_hiati_hih_hi_otarakshan_hidena_hihi_hih_hito_hiuse_hido_hijisko_hi,0,0,0,0,,,
122,apne_hihi_higender_enka_hipata_hihoga_hibhen_hiapni_hito_hiknowledge_enhai_himjhe_hiap_hibataein_hiaurat_hiki_hikis_hime_hihai_hi_ot,0,0,0,0,,,
2013,baccha_hisamajh_hike_hikandhe_hipe_hibithaya_hito_hikaan_himein_himut_hi_otta_hihai_hi_otby_en_otsuperlativepic twitter com yio6tvttbk_ot,1,1,1,1,,,
558,ab_hilog_hi2_otmahine_hitak_hijoke_enbanaenge_himere_hiparpic_hi_ottwitter_en_otcom lg8czfdlkq_hi,0,1,1,0,,,
495,please_enfollow_en_ot_ot_ot_otye_hilog_hifree_enmein_hidaaru_hipilaate_hihai_hi_otaaishappath_ot,1,1,1,1,,,
984,vladimir_enputin_enis_hivardhmaan_hinitin_hivhpnames_ot,1,1,1,1,,,
1744,dawa_hiaur_hidaru_hidono_hisaath_himain_hilene_hichahiye_hikya_hi_ot,1,0,0,0,,,
815,dil_hicheese_enkya_hihai_hiaap_himeri_hiinsecurities_enle_hili_hijiye_hi,1,0,1,1,,,
2880,_otmodi_otji_hithinking_en_ot_otwig_enlaga_hikar_hikaisa_hichutiya_hilag_hiraha_hihai_hi_othasi_hibhi_hinahi_hiruk_hirahi_hi_otpic twitter com j4bwiex638_ot,1,1,1,1,,,
498,_ot_otsir_enab_hiaap_hiapni_hisalary_en5000_ot_otbadha_hilo_hi_otaap_hiarnab_hise_hizyada_hiraita_hifailate_hiho_hi_otto_hisalary_enkam_hikyu_hi,1,1,1,1,,,
437,rohit_otsharma_hiki_hitalent_enhai_hiteam_enhai_hijagah_hibanaye_hirakhna_hi_ot,0,0,1,1,,,
2647,_otknock_enknock_en_ot_otwho_enis_hiit_en_ot_otram_otprasad_hitera_hibaap_hibhosdike_hiangreji_hibolat_hihai_hidarwaja_hikholiya_hibhainchood_hi_otkanpurknockknock_ot,1,1,1,1,,,
